,city,lat,lon,country,date,maxtemp,humidity,clouds,wind
274,Hun,50.34,4.87,BE,1556913481,50.0,93,60,3.36
275,Manosque,43.83,5.78,FR,1556913333,62.6,54,0,6.93
276,Gat,14.69,-16.54,SN,1556911800,69.8,73,0,17.22
277,Shubarshi,48.59,57.19,KZ,1556913507,54.41,26,100,22.79
278,Barranca,-10.75,-77.76,PE,1556913507,65.39,91,1,13.53
279,Padang,-0.92,100.36,ID,1556913507,84.11,81,100,10.47
280,Cayenne,4.94,-52.33,GF,1556911800,82.4,78,59,13.87
281,Parana,-7.52,-72.89,BR,1556910000,84.2,79,75,5.82
282,El Rodeo,-34.62,-58.73,AR,1556913435,78.8,34,0,6.93
283,Birao,10.3,22.78,CF,1556913512,94.55,21,79,5.66
284,Coahuayana,18.62,-100.35,MX,1556913052,105.89,9,0,4.43
285,Kargil,34.56,76.13,PK,1556913513,26.33,62,47,2.68
286,Fort Nelson,58.81,-122.69,CA,1556910000,28.4,58,90,4.7
287,Shahr-e Babak,30.12,55.12,IR,1556913514,69.53,16,0,3.91
288,Saint-Pierre,48.95,4.24,FR,1556912826,53.6,87,69,6.93
289,Nouadhibou,20.93,-17.03,MR,1556910000,68.0,68,0,18.34
290,Cruzeiro do Sul,-7.63,-72.67,BR,1556910000,84.2,79,75,5.82
291,Orocue,4.79,-71.34,CO,1556913515,82.49,73,100,7.4
292,La Crosse,43.8,-91.24,US,1556913300,61.0,50,40,5.82
293,Rio Gallegos,-51.62,-69.22,AR,1556910000,41.0,56,0,9.17
294,Paamiut,61.99,-49.67,GL,1556913004,43.97,50,100,6.49
295,Margate,-43.03,147.26,AU,1556912955,51.01,71,62,4.7
296,Olenegorsk,68.14,33.28,RU,1556913516,25.07,85,100,8.34
297,Canala,-21.52,165.96,NC,1556911800,64.4,82,90,2.24
298,Monroe,41.91,-83.4,US,1556913503,53.01,100,90,6.93
299,Yatou,3.63,9.81,CM,1556913517,84.83,78,99,16.4
300,Aykhal,65.95,111.51,RU,1556910000,21.2,79,0,6.71
301,Sainte-Maxime,43.31,6.64,FR,1556913476,63.0,51,0,4.7
302,Encheng,22.74,107.09,CN,1556913518,65.75,94,100,1.9
303,Comodoro Rivadavia,-45.87,-67.48,AR,1556910000,48.2,57,20,4.7
304,Unterhaching,48.07,11.61,DE,1556913428,50.0,87,71,4.7
305,Belaya Gora,68.54,146.19,RU,1556913519,27.95,88,100,3.29
306,Loanda,-22.93,-53.14,BR,1556913519,76.01,89,100,4.72
307,Lima,-12.06,-77.04,PE,1556913130,71.6,68,90,10.29
308,Nakusp,50.24,-117.8,CA,1556913305,57.99,40,78,8.99
309,Tabuk,17.41,121.44,PH,1556913520,62.33,93,49,2.53
310,Santa Cruz,36.97,-122.03,US,1556913239,79.0,15,1,4.7
311,Namatanai,-3.66,152.44,PG,1556912956,77.63,89,100,11.32
312,Rio Grande,-32.03,-52.1,BR,1556910000,77.0,88,75,4.7
313,Livani,56.35,26.18,LV,1556913523,32.09,74,0,1.9
314,Vao,59.1,26.19,EE,1556913046,31.19,73,28,9.93
315,Tawang,27.59,91.87,BT,1556913524,50.99,77,98,3.42
316,Carauari,-4.88,-66.9,BR,1556913524,82.13,86,93,2.39
317,Chiautla,19.53,-98.88,MX,1556913182,80.6,19,40,6.93
318,Colares,38.8,-9.45,PT,1556913390,71.6,59,0,17.22
319,Oktyabrskiy,55.61,37.97,RU,1556912422,52.0,76,0,6.71
320,College,64.86,-147.8,US,1556913508,39.0,69,90,8.05
321,Suntar,62.16,117.65,RU,1556913526,27.41,84,0,5.23
322,Wewak,-3.55,143.63,PG,1556913526,76.73,87,100,4.05
323,Saveh,35.02,50.36,IR,1556913526,64.67,41,68,4.47
324,Ermelo,52.3,5.62,NL,1556913483,46.0,81,90,3.36
325,Balkanabat,39.51,54.36,TM,1556913527,82.13,23,71,6.13
326,Bafq,31.6,55.4,IR,1556913528,67.91,21,0,1.03
327,Quatre Cocos,-20.21,57.76,MU,1556912940,77.0,69,40,10.29
328,Nuevo Progreso,26.05,-97.95,US,1556913326,89.6,46,1,17.22
329,Aswan,24.09,32.9,EG,1556910000,91.4,15,0,11.41
330,Emba,34.81,32.42,CY,1556912831,64.4,87,20,6.93
331,Methana,37.58,23.39,GR,1556913343,66.0,68,20,4.7
332,Istra,55.91,36.86,RU,1556912422,52.0,93,0,8.95
333,Belousovka,50.13,82.52,KZ,1556910000,33.8,86,53,2.24
334,Sibiti,-3.69,13.35,CG,1556913533,74.03,99,100,1.99
335,Nabire,-3.36,135.5,ID,1556913533,68.99,99,100,0.92
336,Rawlins,41.79,-107.24,US,1556912100,53.6,27,1,19.46
337,Great Yarmouth,52.61,1.73,GB,1556913433,43.0,87,20,4.7
338,Kruisfontein,-34.0,24.73,ZA,1556912954,54.59,82,65,7.63
339,Ambilobe,-13.19,49.05,MG,1556913535,74.93,74,22,9.19
340,Saquarema,-22.93,-42.51,BR,1556910000,84.2,83,20,18.34
341,Salinopolis,-0.61,-47.36,BR,1556913301,82.67,80,34,14.94
342,Half Moon Bay,37.46,-122.43,US,1556912910,75.99,52,40,14.99
343,Chokurdakh,70.62,147.9,RU,1556912972,25.61,90,100,9.19
344,Sorata,-15.77,-68.65,BO,1556913536,47.39,57,0,4.83
345,Kloulklubed,7.04,134.26,PW,1556913000,78.8,83,90,3.36
346,Salinas,36.67,-121.66,US,1556913513,79.0,31,1,8.05
347,Komsomolskiy,67.55,63.78,RU,1556912948,30.11,91,96,12.53
348,Naze,5.43,7.07,NG,1556910000,84.2,79,40,4.7
349,Kuybyshevskiy Zaton,55.16,49.17,RU,1556911800,51.8,93,75,8.95
350,Tonantins,-2.86,-67.77,BR,1556913537,81.41,91,69,1.43
351,Wukari,7.87,9.78,NG,1556913538,90.05,49,81,5.48
352,Minas,-34.38,-55.24,UY,1556910000,69.8,56,40,3.36
353,Praia,-20.25,-43.81,BR,1556910000,80.6,61,90,4.7
354,Khawhai,23.52,93.19,IN,1556913539,65.75,99,89,2.3
355,Dzerzhinsk,56.24,43.46,RU,1556911800,50.0,87,0,6.71
356,Gillette,44.29,-105.5,US,1556912858,53.01,43,75,6.93
357,Itambe,-15.24,-40.62,BR,1556910000,73.4,78,75,12.75
358,Jiwani,25.05,61.74,PK,1556913540,83.03,64,0,7.81
359,Lavrentiya,65.58,-170.99,RU,1556912979,27.05,96,100,7.76
360,Severo-Kurilsk,50.68,156.12,RU,1556912983,37.13,78,73,17.18
361,Watrous,51.67,-105.46,CA,1556913541,50.27,45,66,16.22
362,Marzuq,14.4,46.47,YE,1556913051,78.17,24,0,6.6
363,Jiujiang,29.73,115.99,CN,1556913541,63.41,64,0,4.7
364,Am Timan,11.04,20.28,TD,1556913542,96.35,25,9,4.29
365,Williams Lake,52.13,-122.14,CA,1556910000,50.0,46,75,5.82
366,Linqu,36.52,118.54,CN,1556913085,70.0,30,100,8.01
367,Coquimbo,-29.95,-71.34,CL,1556912817,75.0,82,75,12.75
368,Port Shepstone,-30.74,30.45,ZA,1556913543,65.75,97,100,4.29
369,Port Blair,11.67,92.75,IN,1556912990,85.19,78,100,14.45
370,Rio Cauto,20.56,-76.92,CU,1556909400,91.4,49,40,6.93
371,Tual,-5.67,132.75,ID,1556913544,82.67,77,100,10.96
372,Hamilton,32.3,-64.78,BM,1556911817,77.0,64,20,9.17
373,Labuhan,-2.54,115.51,ID,1556913033,74.75,90,7,1.88
374,Sinazongwe,-17.26,27.46,ZM,1556913544,65.93,55,0,5.39
375,Berasia,23.63,77.43,IN,1556913545,90.05,24,44,6.91
376,Asyut,27.18,31.19,EG,1556910000,78.8,22,0,16.11
377,Zhuhai,40.71,112.04,CN,1556910000,51.8,53,0,6.71
378,Sawtell,-30.38,153.1,AU,1556913204,69.8,77,100,11.41
379,Hay River,60.82,-115.79,CA,1556910000,19.4,79,75,13.87
380,Cururupu,-1.82,-44.87,BR,1556913546,78.89,83,22,3.2
381,Prieska,-29.67,22.74,ZA,1556913546,63.95,40,0,10.74
382,Acapulco,16.86,-99.88,MX,1556909040,84.2,74,5,5.82
383,Muros,42.77,-9.06,ES,1556913537,62.6,71,0,10.29
384,Smithers,54.78,-127.17,CA,1556910000,53.6,46,75,5.82
385,Ginebra,3.72,-76.27,CO,1556910000,86.0,55,75,3.36
386,North Branch,45.51,-92.98,US,1556913485,64.99,47,90,8.05
387,Ust-Kan,50.93,84.77,RU,1556913552,29.03,64,0,1.86
388,Vysokopillya,47.49,33.53,UA,1556911800,59.0,58,0,8.95
389,Awbari,26.59,12.77,LY,1556913552,94.37,10,99,12.64
390,Coihaique,-45.58,-72.07,CL,1556910000,51.8,65,75,9.17
391,Tignere,7.37,12.65,CM,1556913553,76.55,68,98,2.33
392,Aras,14.28,44.38,YE,1556913553,73.49,39,0,3.33
393,Saulkrasti,57.26,24.42,LV,1556913524,33.01,74,20,2.24
394,Tomatlan,19.93,-105.25,MX,1556913336,85.73,52,20,9.44
395,Pochutla,15.74,-96.47,MX,1556912802,91.0,49,5,9.17
396,Iberia,-11.41,-69.49,PE,1556913554,91.49,50,1,3.29
397,New Iberia,30.0,-91.82,US,1556913360,84.2,62,1,10.29
398,Inyonga,-6.72,32.06,TZ,1556913555,66.65,86,22,3.56
399,Vostok,46.45,135.83,RU,1556913555,47.57,58,0,6.78
400,Ankazobe,-18.32,47.12,MG,1556911800,59.0,87,20,4.7
401,Luocheng,28.29,114.55,CN,1556913556,61.61,71,26,1.9
402,Thinadhoo,0.53,72.93,MV,1556913556,84.65,76,100,10.56
403,Aksay,47.27,39.86,RU,1556911800,55.4,87,0,6.71
404,Ler,63.2,10.3,NO,1556913316,39.2,64,40,17.22
405,Buta,2.79,24.73,CD,1556913557,79.79,58,41,1.74
406,Obo,5.39,26.49,CF,1556913557,80.33,52,48,1.66
407,Zhigansk,66.77,123.37,RU,1556912964,15.71,86,5,7.05
408,Moranbah,-22.0,148.04,AU,1556913558,65.57,92,27,6.87
409,Yulara,-25.24,130.99,AU,1556910000,50.0,57,0,8.05
410,Altay,47.83,88.13,CN,1556913558,39.11,45,100,6.26
411,Kavieng,-2.57,150.8,PG,1556913023,81.77,83,100,17.29
412,Canico,32.63,-16.85,PT,1556913185,62.6,55,75,12.75
413,Onverwacht,5.59,-55.2,SR,1556913313,87.8,70,40,11.41
414,Brandon,43.59,-96.57,US,1556913502,64.99,39,75,23.04
415,Bayangol,48.91,106.09,MN,1556913560,26.87,72,9,9.08
416,Pakdasht,35.48,51.68,IR,1556913184,71.6,26,20,6.93
417,Kadirli,37.37,36.09,TR,1556913502,60.01,65,32,8.01
418,Challapata,-18.9,-66.78,BO,1556913561,47.93,44,0,2.73
419,Gopalpur,25.6,86.94,IN,1556913561,77.81,79,100,20.29
420,Ust-Kuyga,70.0,135.55,RU,1556913562,14.81,83,21,6.73
421,Aspindza,41.57,43.25,GE,1556913562,36.77,89,98,3.71
422,Oranjemund,-28.55,16.43,ZA,1556912965,58.91,83,0,23.4
423,Ichinohe,40.14,141.28,JP,1556910000,44.6,66,20,4.7
424,Bolobo,-2.17,16.23,CD,1556913032,80.51,64,94,4.68
425,Waingapu,-9.65,120.26,ID,1556913563,74.57,93,0,5.08
426,Betamcherla,15.47,78.17,IN,1556913563,86.63,40,100,20.31
427,Puerto Escondido,15.86,-97.07,MX,1556909100,86.0,66,5,11.41
428,Tahoua,14.89,5.26,NE,1556913564,96.17,16,19,5.64
429,Akdepe,42.05,59.39,TM,1556911800,66.2,20,0,11.41
430,Yertsevo,60.8,40.09,RU,1556913564,36.05,75,61,8.32
431,San Andres,13.32,122.68,PH,1556913565,78.17,87,0,1.14
432,Mingguang,32.78,118.01,CN,1556913565,62.15,29,100,10.42
433,Anapskaya,44.9,37.38,RU,1556911800,50.0,93,20,6.71
434,Viedma,-40.81,-62.99,AR,1556913566,54.05,49,0,4.97
435,Pakxan,18.39,103.66,LA,1556913566,73.31,97,100,2.62
436,Monrovia,6.33,-10.8,LR,1556910000,82.4,83,75,9.17
437,Caxito,-22.65,-42.51,BR,1556910000,84.2,74,20,12.75
438,Nishihara,35.74,139.53,JP,1556913510,63.0,82,40,3.36
439,Kyaikkami,16.08,97.57,MM,1556913571,86.63,73,56,7.38
440,Lebyazhye,59.96,29.42,RU,1556913535,37.99,59,0,11.18
441,Mangan,27.5,88.54,IN,1556913571,54.77,71,98,4.16
442,San Policarpo,12.18,125.51,PH,1556912992,79.79,79,9,5.14
443,Manlleu,42.0,2.28,ES,1556913544,55.0,100,75,2.24
444,Qixingtai,30.41,111.89,CN,1556913515,69.01,77,100,1.79
445,Sawakin,19.1,37.33,SD,1556913573,80.69,57,23,2.64
446,Talnakh,69.49,88.39,RU,1556910000,10.4,72,40,4.47
447,Chapais,49.78,-74.86,CA,1556910000,44.6,70,90,8.05
448,Koygorodok,60.44,51.01,RU,1556913574,49.19,88,100,7.07
449,Rovinj,45.08,13.64,HR,1556913450,55.4,93,75,6.93
450,Dunedin,-45.87,170.5,NZ,1556912494,48.99,91,98,7.58
451,Maningrida,-12.05,134.23,AU,1556913574,76.19,89,98,9.6
452,Coos Bay,43.37,-124.22,US,1556913486,66.99,67,1,19.46
453,Kirakira,-10.46,161.92,SB,1556913575,81.23,80,45,6.55
454,Vila Franca do Campo,37.72,-25.43,PT,1556910000,62.6,82,40,12.75
455,Kuytun,54.34,101.51,RU,1556913575,29.03,41,0,2.51
456,Marfino,56.07,37.56,RU,1556912422,52.0,93,0,8.95
457,Metro,-5.11,105.31,ID,1556913576,75.47,93,92,5.57
458,Sungaipenuh,-2.08,101.38,ID,1556913577,76.73,88,100,2.24
459,Trairi,-3.28,-39.27,BR,1556913577,75.29,95,10,3.49
460,Warri,5.52,5.75,NG,1556913577,83.21,77,100,7.34
461,Baykit,61.68,96.39,RU,1556913577,34.07,93,100,10.54
462,Ende,-8.84,121.65,ID,1556913578,80.69,80,8,1.74
463,Hamamatsu,34.71,137.73,JP,1556913484,57.0,87,0,1.01
464,Birin,35.01,36.67,SY,1556913579,55.85,71,0,12.26
465,Sisimiut,66.94,-53.67,GL,1556913579,39.29,67,22,14.05
466,Netanya,32.33,34.86,IL,1556913511,66.2,72,40,8.05
467,Sergiyev Posad,56.31,38.14,RU,1556911859,50.0,93,0,8.95
468,Omboue,-1.57,9.26,GA,1556913580,82.85,83,100,9.89
469,Oksfjord,70.24,22.35,NO,1556910240,30.2,68,90,9.17
470,Pangody,65.85,74.49,RU,1556913580,34.61,99,100,6.98
471,Yar-Sale,66.83,70.83,RU,1556913580,26.51,96,100,8.43
472,Yanam,16.73,82.22,IN,1556913581,84.65,67,100,1.57
473,Khash,28.22,61.21,IR,1556913581,63.41,20,0,3.6
474,Mandali,33.75,45.55,IQ,1556913581,83.75,22,100,6.44
475,Luangwa,-15.62,30.4,MZ,1556913582,65.57,80,0,1.07
476,Redlands,34.06,-117.19,US,1556913415,84.0,46,1,10.29
477,Ekhabi,53.51,142.97,RU,1556913582,31.37,95,6,0.49
478,Sept-Iles,50.2,-66.38,CA,1556913209,46.99,48,90,2.24
479,Ekimchan,53.07,132.94,RU,1556913583,30.47,56,77,12.21
480,Arcachon,44.65,-1.18,FR,1556912738,55.0,66,0,5.82
481,Nhamunda,-2.19,-56.71,BR,1556913583,81.59,89,68,2.08
482,Ngaoundere,7.32,13.58,CM,1556913584,72.41,73,76,1.97
483,Road Town,18.42,-64.62,VG,1556912832,84.2,62,75,11.41
484,Faya,18.39,42.45,SA,1556910000,73.4,40,40,4.03
485,Tigre,-34.42,-58.58,AR,1556913539,78.8,34,0,6.93
486,Adrar,27.87,-0.29,DZ,1556910000,86.0,9,0,9.17
487,Lagoa,37.14,-8.45,PT,1556913103,66.0,88,20,9.17
488,Ikongo,-21.88,47.44,MG,1556913586,55.67,97,23,2.59
489,Ishigaki,24.34,124.16,JP,1556913586,74.03,67,1,15.75
490,Ovalle,-30.6,-71.2,CL,1556913586,68.81,51,60,7.7
491,Lavumisa,-27.31,31.88,ZA,1556913587,65.75,57,0,3.13
492,Kaeo,-35.1,173.78,NZ,1556912718,51.01,100,2,4.92
493,Okhotsk,59.36,143.24,RU,1556913042,43.25,64,27,2.1
494,Norfolk,36.85,-76.29,US,1556913431,87.01,42,1,11.41
495,Pacific Grove,36.62,-121.92,US,1556912790,79.0,63,1,9.17
496,Homer,59.64,-151.54,US,1556913200,52.0,60,75,9.75
497,Nhulunbuy,-12.18,136.78,AU,1556911800,75.2,88,81,4.7
498,Sabha,27.03,14.43,LY,1556913051,92.39,12,54,16.4
499,Chulym,55.09,80.97,RU,1556913592,41.63,43,44,4.76
500,Merauke,-8.49,140.4,ID,1556913592,81.23,80,100,11.48
501,Monte Alegre,-2.0,-54.07,BR,1556913593,81.23,91,88,1.61
502,Rosetta,31.4,30.42,EG,1556910000,64.4,68,20,8.05
503,Kalabo,-15.0,22.67,ZM,1556913593,67.73,43,11,3.65
504,Kysyl-Syr,63.9,122.77,RU,1556913594,22.73,91,9,5.35
505,Aklavik,68.22,-135.01,CA,1556910000,26.6,35,20,5.82
506,Constitucion,23.99,-104.67,MX,1556913017,75.99,17,90,23.04
507,Buala,-8.15,159.59,SB,1556913595,82.67,76,63,4.59
508,Menongue,-14.66,17.68,AO,1556913595,62.69,52,9,3.58
509,Magadan,59.56,150.8,RU,1556913595,36.77,68,0,10.6
510,Abu Dhabi,24.47,54.37,AE,1556910000,80.6,74,0,4.7
511,Kisangani,0.52,25.21,CD,1556913596,79.07,66,45,2.08
512,Launceston,-41.43,147.14,AU,1556912840,48.99,100,6,6.93
513,Itoman,26.12,127.67,JP,1556911800,68.0,64,20,4.7
514,Puerto Colombia,10.99,-74.96,CO,1556912836,91.0,62,75,16.11
515,Waddan,29.16,16.14,LY,1556913597,81.23,23,99,24.56
516,Polessk,54.86,21.11,RU,1556911800,37.4,70,0,4.47
517,Townsville,-19.26,146.82,AU,1556912864,70.0,94,58,5.82
518,Alice Springs,-23.7,133.88,AU,1556911800,50.0,71,0,4.7
519,Fortuna,38.18,-1.13,ES,1556913582,62.6,67,40,18.34
520,Arman,59.7,150.17,RU,1556913599,37.67,63,0,1.92
521,Milkovo,41.53,24.68,BG,1556911800,69.8,35,51,11.41
522,Dingle,11.0,122.67,PH,1556913599,76.73,83,16,1.41
523,Acari,-6.44,-36.64,BR,1556913600,80.15,63,9,12.03
524,Borovskoy,53.8,64.15,KZ,1556913600,50.63,43,87,15.79
525,Bushehr,28.97,50.84,IR,1556910000,78.8,57,0,4.7
526,Rameswaram,9.28,79.3,IN,1556913604,86.27,73,100,17.65
527,Srednekolymsk,67.46,153.71,RU,1556913609,27.95,89,94,4.54
528,Yinchuan,38.48,106.21,CN,1556913437,61.0,35,0,3.0
529,Mount Isa,-20.73,139.49,AU,1556911800,68.0,72,90,12.75
530,Gotemba,35.3,138.88,JP,1556913599,62.01,82,40,3.36
531,Golden,51.3,-116.96,CA,1556910000,59.0,38,75,5.82
532,Preobrazheniye,42.9,133.91,RU,1556913617,46.49,43,0,3.76
533,Mount Gambier,-37.83,140.78,AU,1556910000,53.6,87,90,8.05
534,Amahai,-3.31,129.0,ID,1556913620,78.89,85,100,2.55
535,Shablykino,52.85,35.2,RU,1556913620,47.57,88,3,7.18
536,Hami,42.84,93.51,CN,1556913024,68.27,16,76,12.46
537,Hailey,43.52,-114.32,US,1556912753,55.99,32,5,8.05
538,Kozhva,65.11,57.05,RU,1556913622,40.55,94,96,10.87
539,Yueyang,29.36,113.12,CN,1556913622,68.81,56,47,3.36
540,Matay,28.42,30.79,EG,1556913623,71.69,28,0,17.69
541,Griffith,-34.29,146.06,AU,1556910000,51.8,100,40,3.36
542,Zeliezovce,48.05,18.65,SK,1556913612,57.99,89,86,1.99
543,Mackay,53.65,-115.58,CA,1556912580,30.2,92,90,6.93
544,Togur,58.36,82.83,RU,1556913625,38.39,69,96,13.11
545,Cap Malheureux,-19.98,57.61,MU,1556913540,77.0,69,40,10.29
546,Gamba,28.28,88.52,CN,1556913626,35.51,67,66,5.01
547,Indianola,40.24,-100.42,US,1556912460,62.6,59,90,13.87
548,Ugoofaaru,5.67,73.0,MV,1556913631,84.29,75,99,8.59
549,Bandarbeyla,9.49,50.81,SO,1556913631,79.61,75,0,6.2
550,Nara,34.68,135.8,JP,1556913602,59.0,87,0,2.24
